statue_to: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,156,156,199,156,156,156,156,199,156,156,199,199,199,
199,199,155,173,164,91,164,164,164,164,155,173,173,91,199,199,
199,199,199,155,246,164,173,173,173,173,173,246,91,199,199,199,
199,199,199,82,173,173,156,173,173,92,173,91,83,199,199,199,
199,199,199,90,173,83,156,173,173,91,91,91,82,199,199,199,
199,164,82,155,173,246,82,173,164,82,247,91,82,82,199,199,
156,164,82,173,164,164,164,182,173,91,164,156,91,82,164,156,
91,173,164,82,82,83,173,173,156,91,82,82,82,91,173,82,
91,173,91,82,155,246,82,82,82,155,247,82,82,156,91,82,
82,91,91,91,173,82,91,173,173,82,82,173,82,82,91,82,
82,91,91,82,173,255,247,155,164,255,246,164,82,82,82,82,
155,173,82,155,91,173,255,255,255,246,164,155,91,82,164,82,
155,246,82,173,164,83,155,155,155,155,164,173,91,82,173,82,
155,173,155,255,173,246,82,82,82,155,255,173,247,82,173,82,
155,255,173,82,82,82,91,173,173,173,82,82,82,82,91,82,


