estante_livros1: .word 16, 16
.byte 91,91,91,91,91,91,91,91,91,91,91,91,91,82,237,82,
238,238,238,238,238,246,238,238,238,238,238,238,246,82,237,82,
107,82,103,93,82,82,91,91,156,82,93,82,164,82,237,82,
107,82,93,103,102,82,164,238,238,82,164,82,164,82,237,82,
107,82,92,93,102,92,164,238,238,82,164,82,164,82,237,82,
90,82,82,83,92,92,155,155,155,82,83,82,164,82,237,82,
82,82,82,82,82,82,82,82,82,82,82,82,164,82,237,82,
91,91,91,91,91,91,91,91,91,91,91,91,91,82,237,82,
238,238,238,238,238,238,238,238,238,238,238,238,246,82,237,82,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,237,82,
238,238,238,238,238,238,238,238,238,238,238,238,238,82,237,82,
238,238,238,238,238,238,238,238,238,238,238,238,238,82,237,82,
238,238,238,238,238,238,238,238,238,238,238,238,238,82,237,82,
237,237,237,237,237,237,237,237,237,237,237,237,237,82,237,82,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,173,82,
91,91,91,91,91,91,91,91,91,91,91,91,155,82,82,82,


