estante_bot2: .word 16, 16
.byte 173,173,173,173,173,173,173,173,173,173,173,173,164,82,164,82,
156,166,165,155,155,155,164,164,155,166,164,156,164,82,164,82,
91,102,93,83,82,82,156,155,82,101,92,91,91,82,164,82,
82,92,102,102,82,82,237,173,82,173,156,91,91,82,164,82,
82,82,83,102,102,82,237,173,82,94,92,91,91,82,164,82,
82,82,82,82,82,82,82,82,82,82,82,91,91,82,164,82,
91,91,91,91,91,91,91,91,91,91,91,91,91,82,164,82,
173,173,173,173,165,165,165,165,165,165,165,165,164,82,164,82,
165,165,165,165,165,165,165,165,165,165,165,165,164,82,164,82,
82,82,82,82,82,82,82,82,82,82,82,83,83,82,164,82,
173,173,173,173,173,173,173,173,173,173,173,173,165,82,164,82,
173,173,173,173,173,173,173,173,173,173,173,173,165,82,164,82,
173,173,173,173,173,173,173,173,173,173,173,173,165,82,164,82,
156,156,156,156,156,156,156,156,156,156,155,156,155,82,164,82,
91,91,91,91,91,91,91,91,91,91,91,91,91,82,155,82,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,


