chat_up: .word 16, 16
.byte 179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,


chat_right: .word 16, 16
.byte 255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,


chat_right_up: .word 16, 16
.byte 179,179,179,179,179,179,179,179,179,179,179,179,171,171,171,171,
171,171,171,171,171,171,171,171,171,171,171,171,179,171,171,171,
9,9,9,9,9,9,9,9,9,9,9,81,179,179,171,171,
81,81,81,81,81,81,81,81,81,81,73,82,171,171,179,171,
228,228,228,228,228,228,228,228,228,164,82,82,9,73,179,171,
164,164,164,164,164,164,164,164,164,164,82,82,9,73,179,171,
91,91,91,91,91,91,91,91,91,91,155,91,9,73,179,171,
155,155,155,155,155,155,155,155,155,155,155,91,9,73,179,171,
155,155,155,155,155,155,155,155,155,91,82,82,9,73,179,171,
83,83,91,91,155,155,155,155,155,91,82,82,9,73,179,171,
246,246,173,173,91,91,155,155,155,91,82,82,9,73,179,171,
246,246,172,173,83,91,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,173,173,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,173,173,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,246,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,


chat_right_down: .word 16, 16
.byte 255,255,255,255,246,182,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,246,246,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,173,173,91,155,155,91,82,82,9,73,179,171,
255,255,255,255,173,173,91,155,155,91,82,82,9,73,179,171,
246,246,172,173,83,91,91,155,155,91,82,82,9,73,179,171,
246,246,173,173,91,91,155,155,155,91,82,82,9,73,179,171,
83,83,91,91,155,155,155,155,155,91,82,82,9,73,179,171,
155,155,155,155,155,155,155,155,155,91,82,82,9,73,179,171,
155,155,155,155,155,155,155,155,155,91,82,82,9,73,179,171,
155,155,155,155,155,155,155,155,155,155,82,82,9,73,179,171,
82,82,82,82,82,82,82,82,82,82,9,73,73,73,179,171,
82,82,82,82,82,82,82,82,82,82,9,73,9,73,179,171,
73,73,73,73,73,73,73,73,73,73,73,81,171,171,179,171,
9,9,9,9,9,9,9,9,9,9,9,81,179,179,171,171,
171,171,171,171,171,171,171,171,171,171,171,171,179,171,171,171,
179,179,179,179,179,179,179,179,179,179,179,179,171,171,171,171,


chat_mid: .word 16, 16
.byte 255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,


chat_left: .word 16, 16
.byte 179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,


chat_left_up: .word 16, 16
.byte 171,171,171,171,179,179,179,179,179,179,179,179,179,179,179,179,
171,171,171,179,171,171,171,171,171,171,171,171,171,171,171,171,
171,171,179,171,1,9,9,9,9,9,9,9,9,9,9,9,
171,179,171,163,73,73,81,81,81,81,81,81,81,81,81,81,
179,171,1,73,82,82,228,228,228,228,228,228,228,228,228,228,
179,171,9,73,82,82,228,164,164,164,164,164,164,164,164,164,
179,171,9,81,228,228,91,91,91,91,91,91,91,91,91,91,
179,171,9,81,228,164,91,155,155,155,155,155,155,155,155,155,
179,171,9,81,228,164,91,155,155,155,155,155,155,155,155,155,
179,171,9,81,228,164,91,155,155,155,155,91,91,91,83,83,
179,171,9,81,228,164,91,155,155,155,91,91,173,173,246,246,
179,171,9,81,228,164,91,155,155,91,91,91,173,172,246,246,
179,171,9,81,228,164,91,155,155,91,173,173,255,255,255,255,
179,171,9,81,228,164,91,155,155,91,173,173,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,


chat_left_down: .word 16, 16
.byte 179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,83,246,246,255,255,255,255,
179,171,9,81,228,164,91,155,155,91,173,173,255,255,255,255,
179,171,9,81,228,164,91,155,155,91,173,173,255,255,255,255,
179,171,9,81,228,164,91,155,155,91,91,91,173,172,246,246,
179,171,9,81,228,164,91,155,155,155,91,91,173,173,246,246,
179,171,9,81,228,164,91,155,155,155,155,91,91,91,83,83,
179,171,9,81,228,228,91,155,155,155,155,155,155,155,155,155,
179,171,9,73,155,155,91,155,155,155,155,155,155,155,155,155,
179,171,9,81,155,155,155,155,155,155,155,155,155,155,155,155,
179,171,9,73,9,9,82,82,82,82,82,82,82,82,82,82,
179,171,1,9,73,73,82,82,82,82,82,82,82,82,82,82,
171,179,171,163,9,73,73,73,73,73,73,73,73,73,73,73,
171,171,179,171,1,9,9,9,9,9,9,9,9,9,9,9,
171,171,171,179,171,171,171,171,171,171,171,171,171,171,171,171,
171,171,171,171,179,179,179,179,179,179,179,179,179,179,179,179,


chat_down: .word 16, 16
.byte 255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,


