sprite_brush: .word 16, 16
.byte 98,98,98,98,179,98,98,98,171,98,98,98,98,179,98,98,
98,98,98,98,98,98,97,180,98,98,98,171,98,98,98,98,
98,98,98,34,98,98,180,181,98,98,26,34,25,99,98,98,
98,179,181,181,106,33,172,180,98,17,172,181,181,90,97,98,
98,105,171,180,181,106,106,179,26,98,170,180,90,33,106,98,
98,98,97,170,171,179,98,98,26,98,170,97,33,98,98,98,
98,98,105,97,33,107,106,33,98,106,90,26,26,18,98,98,
180,181,181,180,98,33,171,90,98,26,98,179,179,179,90,25,
97,171,171,171,170,98,33,25,18,98,106,98,98,25,98,98,
98,97,97,106,98,106,90,18,34,34,34,18,18,34,97,98,
98,170,98,98,26,18,26,18,18,18,26,26,26,98,98,98,
98,98,171,179,170,90,34,26,18,33,106,170,90,98,98,98,
98,106,107,98,90,98,98,98,26,26,26,26,98,26,97,98,
98,25,17,25,25,98,170,170,98,26,26,26,26,26,25,98,
98,98,98,98,97,25,98,98,25,33,97,98,98,98,98,98,
98,98,98,98,98,98,90,26,98,98,98,98,98,98,98,98,


