roadside_left: .word 16, 16
.byte 98,171,98,98,98,98,100,101,109,101,101,101,101,101,101,101,
98,171,98,98,98,98,100,101,101,101,101,101,101,101,101,101,
171,98,98,100,100,100,101,101,101,101,101,101,101,101,101,101,
98,98,98,100,100,100,101,101,101,101,101,101,101,101,101,101,
98,98,98,98,108,100,100,101,101,101,101,101,101,101,101,101,
98,98,98,98,100,100,100,101,101,101,101,101,101,101,101,101,
171,98,98,98,100,100,100,101,101,101,101,101,100,101,101,101,
98,171,98,98,100,100,100,101,101,101,101,100,100,101,101,101,
98,171,98,98,98,98,100,101,101,100,100,100,101,101,101,109,
98,171,98,98,98,98,108,101,101,101,101,100,100,101,101,101,
98,98,98,108,100,100,100,101,101,101,101,101,100,101,101,101,
98,98,98,100,100,100,101,101,101,101,101,101,101,101,101,101,
98,98,98,98,108,100,100,101,101,101,101,101,101,101,101,101,
98,98,98,98,100,100,100,101,101,101,101,101,101,101,101,101,
171,98,98,98,100,100,100,101,101,101,101,101,101,101,101,101,
98,171,98,98,100,100,101,101,101,101,101,101,101,109,101,101,


