roadside_bottom: .word 16, 16
.byte 101,101,101,101,101,101,101,101,109,101,101,101,101,101,101,101,
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,109,
101,101,101,101,101,101,100,100,101,100,100,101,101,101,101,101,
101,101,101,101,101,101,101,100,100,100,101,101,101,101,101,101,
101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,
101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,
109,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,
100,100,101,101,100,100,100,100,100,108,100,101,100,100,100,101,
98,98,100,100,100,100,100,100,98,98,100,100,100,100,100,100,
98,98,100,100,108,100,100,100,98,98,100,100,108,100,100,100,
98,98,100,100,98,98,98,98,98,98,108,100,98,98,98,98,
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,


