I: .word 16, 16
.byte 255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,91,82,91,91,91,91,91,91,82,182,182,182,255,255,
255,255,82,82,82,82,82,82,82,82,73,174,182,182,255,255,
255,255,182,182,182,73,82,73,173,183,182,182,182,182,255,255,
255,255,246,247,182,73,82,73,165,182,182,182,246,246,255,255,
255,255,255,255,255,73,82,73,165,182,182,255,255,255,255,255,
255,255,255,255,255,73,82,73,165,182,182,255,255,255,255,255,
255,255,255,255,255,73,82,73,165,182,182,255,255,255,255,255,
255,255,255,255,255,73,82,73,165,182,182,255,255,255,255,255,
255,255,255,255,255,73,82,73,165,182,182,255,255,255,255,255,
255,255,255,255,255,73,82,73,173,182,182,255,255,255,255,255,
255,255,164,164,164,73,82,82,91,100,91,182,246,246,255,255,
255,255,9,9,9,73,73,73,73,73,9,174,182,182,255,255,
255,255,174,174,182,182,182,182,182,182,174,182,182,182,255,255,
255,255,182,182,182,182,182,182,182,182,182,182,182,182,255,255,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,


